timestamp,temperature[degC],humidity[%],co2[ppm],pm1.0[ug/m^3],pm2.5[ug/m^3],pm10.0[ug/m^3],pressure[Pa],latitude[deg],longitude[deg],altitude[m]
01/04/2018 22:00:57,24.26,10.37,405.8,0.4,0.8,0.9,96737.9,42.485756,-76.459648,299.7
01/04/2018 22:01:56,24.28,10.38,405.3,0.3,0.6,0.7,96743.7,42.485641,-76.459122,302.3
01/04/2018 22:02:56,24.3,10.37,405,0.8,1,1.3,96737.6,42.485855,-76.459396,313.5
01/04/2018 22:03:56,24.31,10.34,404,0.5,0.6,0.7,96739.7,42.485569,-76.458572,313.6
01/04/2018 22:04:56,24.29,10.36,404.8,0,0.6,0.7,96734.7,42.485519,-76.458443,313.8
01/04/2018 22:05:56,24.28,10.37,405,0.6,0.7,0.7,96734,42.485561,-76.458534,313.9
01/04/2018 22:07:01,24.28,10.37,405,0.6,0.8,0.9,96734,42.485554,-76.458534,313.9
01/04/2018 22:08:00,24.29,10.36,405,0.5,0.8,0.8,96735.2,42.485554,-76.458534,313.9
01/04/2018 22:09:00,24.29,10.34,405.8,0.6,0.8,0.9,96737.2,42.485535,-76.458649,312.5
01/04/2018 22:10:01,24.27,10.33,404.8,0.4,0.5,0.7,96741.4,42.485336,-76.458221,313.9
01/04/2018 22:11:01,24.27,10.39,404,0.8,0.8,0.8,96743.4,42.48547,-76.458511,313.1
01/04/2018 22:12:02,24.27,10.38,403.3,0.5,0.8,0.8,96740.2,42.48568,-76.458862,313.4
01/04/2018 22:13:02,24.27,10.34,402.3,0.7,1,1.1,96740.9,42.48584,-76.458862,314.2
01/04/2018 22:14:01,24.27,10.34,402.3,0.3,0.5,0.5,---,42.48579,-76.45887,314.2
01/04/2018 22:15:02,24.27,10.32,403,0.7,0.8,1,96741,42.485462,-76.458626,315.2
01/04/2018 22:16:03,24.27,10.34,403,0.6,0.8,0.8,96744.8,42.485447,-76.458389,315.6
01/04/2018 22:17:06,24.27,10.34,402.8,0.6,0.9,0.9,96745,42.485722,-76.458572,315.6
01/04/2018 22:18:06,24.25,10.32,401,0.6,0.9,1.4,96742.4,42.485752,-76.458664,315.8
01/04/2018 22:19:07,24.25,10.31,400.5,0.4,0.6,0.6,96743.5,42.485424,-76.45842,315.8
01/04/2018 22:21:08,24.25,10.32,400.3,0.3,0.8,0.8,96745.4,42.485661,-76.458641,316.5
01/04/2018 22:22:07,24.27,10.3,400.6,0.5,0.8,0.8,96739.7,42.485184,-76.458145,315.5
01/04/2018 22:23:07,24.26,10.3,401,0.8,1.1,1.3,96740.1,42.485287,-76.458733,315.9
01/04/2018 22:24:07,24.25,10.28,401,0.5,0.8,0.8,96744.9,42.485287,-76.458733,315.9
01/04/2018 22:25:11,24.25,10.28,401,0.5,0.8,0.8,96744.6,42.486122,-76.459465,315.1
01/04/2018 22:26:09,24.21,10.32,400.5,0.7,1,1,96745.6,42.485954,-76.459145,315
01/04/2018 22:27:11,24.2,10.34,401,0.6,0.7,0.7,96749.3,42.485771,-76.458786,314.9
01/04/2018 22:28:10,24.21,10.31,401,0.4,0.7,0.7,---,42.485703,-76.458771,314.7
01/04/2018 22:30:24,24.18,10.36,401,0.5,0.5,1,96747.5,---,---,388.3
01/04/2018 22:31:23,24.19,10.37,400.3,0.1,0.5,0.5,96749.5,---,---,388.2
01/04/2018 22:32:23,24.19,10.32,399,0.3,0.7,0.9,96749.4,42.48632,-76.458633,315.3
01/04/2018 22:34:23,24.19,10.32,399,0.7,0.9,0.9,96749.1,42.48568,-76.458275,319.7
01/04/2018 22:35:23,24.19,10.29,399,0.6,0.8,1,96749.3,42.485558,-76.458206,319.8
01/04/2018 22:36:23,24.19,10.3,398.9,0.5,0.6,0.8,96748.1,42.485607,-76.458557,321.2
01/04/2018 22:37:23,24.18,10.29,398.8,0.3,0.4,0.5,96750.5,42.485756,-76.458847,323.2
01/04/2018 22:38:24,24.17,10.24,399,0.5,0.9,1.1,96752.7,42.485287,-76.458115,320.5
01/04/2018 22:40:25,24.15,10.29,397.5,0.8,0.8,0.9,96745.4,42.485661,-76.458221,321.3
01/04/2018 22:41:28,24.14,10.29,397.9,0.5,0.6,0.8,96747.2,42.485882,-76.458496,321.9
01/04/2018 22:42:26,24.15,10.28,398.8,0.7,1,1.2,96749.1,42.485828,-76.458481,321.9
01/04/2018 22:43:27,24.15,10.29,398.2,0.3,0.5,0.8,96748.6,42.485729,-76.458481,321.9
01/04/2018 22:46:28,24.12,10.31,397.2,0.4,0.6,0.7,96751.2,42.485027,-76.458061,320.9
01/04/2018 22:47:28,24.12,10.28,394,0.4,0.8,1,96749.9,42.485027,-76.458061,320.9
01/04/2018 22:48:29,24.12,10.23,394.3,---,---,---,---,42.485027,-76.458061,320.9
01/04/2018 22:49:30,24.12,10.26,394.6,0.5,0.7,0.9,96747.8,42.485027,-76.458061,320.9
01/04/2018 22:50:30,24.12,10.27,394.2,0.8,0.9,0.9,96746.9,42.485027,-76.458061,320.9
01/04/2018 22:51:30,24.12,10.26,395.5,0.5,1,1,96753.9,42.485027,-76.458061,320.9
01/04/2018 22:52:42,24.12,10.25,395.9,0.5,1,1,96755.7,42.485027,-76.458061,320.9
01/04/2018 22:53:41,24.12,10.25,398.7,0.4,0.5,0.7,96751.8,42.485027,-76.458061,320.9
01/04/2018 22:54:41,24.12,10.26,399.8,0.4,0.7,0.9,96754.1,42.485889,-76.459084,318.9
01/04/2018 22:55:41,24.12,10.26,400.1,0.2,0.3,0.3,96752.7,42.485851,-76.458763,318.7
01/04/2018 22:56:41,24.11,10.22,400.1,0.5,0.8,1,96749.5,42.485825,-76.458611,318.8
01/04/2018 22:57:45,24.11,10.22,400,0.5,0.8,1,96749.3,42.485825,-76.458611,318.8
01/04/2018 22:58:44,24.1,10.23,398.8,0.2,0.5,0.5,96749.2,42.485825,-76.458611,318.8
01/04/2018 22:59:44,24.09,10.24,398.7,0,0.3,0.5,96753.9,42.485825,-76.458611,318.8
01/04/2018 23:00:44,24.08,10.24,397.7,0.4,0.8,0.8,---,42.485825,-76.458611,318.8
01/04/2018 23:02:58,24.1,10.2,396,1,2,2,96751,---,---,388
01/04/2018 23:03:58,24.1,10.19,396,0.6,1.1,1.3,96749.3,---,---,387.9
01/04/2018 23:04:58,24.09,10.19,396,0.6,0.9,0.9,96752.8,---,---,387.9
01/04/2018 23:06:57,24.07,10.2,395.4,0.1,0.7,0.7,96750.8,---,---,388.5
01/04/2018 23:07:57,24.06,10.19,394.9,0.3,0.5,0.5,96745.5,---,---,388.4
01/04/2018 23:08:57,24.07,10.19,394.9,0.2,0.5,0.5,96741.6,---,---,388.9
01/04/2018 23:09:59,24.07,10.18,394.9,0.3,0.5,0.5,96740.7,---,---,389.1
01/04/2018 23:11:58,24.05,10.19,395.6,0.5,0.8,1.1,96739.9,---,---,388.9
01/04/2018 23:12:59,24.05,10.19,394.3,0.7,1.1,1.1,96744.3,---,---,388.3
01/04/2018 23:14:03,24.04,10.19,394.1,0.7,1.1,1.1,96744.5,---,---,388.6
01/04/2018 23:15:01,24,10.15,393.4,0.5,0.9,1,96747.1,---,---,388.3
01/04/2018 23:16:01,23.99,10.2,394,0.8,1,1,96744.4,---,---,388.2
01/04/2018 23:17:01,23.98,10.19,394.4,0.4,0.8,1,96743.9,---,---,388.7
01/04/2018 23:18:01,23.99,10.15,393.4,0.5,1,1,96745.8,---,---,388
01/04/2018 23:19:01,23.99,10.14,393.3,0.3,0.5,0.5,96742.7,---,---,388.7
01/04/2018 23:20:02,23.99,10.16,393.6,0.3,0.6,0.6,96745.1,---,---,388.2
01/04/2018 23:21:02,23.99,10.14,395.1,0.3,0.7,0.7,96750.4,---,---,387.9
01/04/2018 23:22:02,23.98,10.16,394.2,0.8,1,1.1,96749.8,---,---,388.3
01/04/2018 23:23:03,23.99,10.16,393.9,0.5,0.9,1,96751,---,---,388
01/04/2018 23:24:03,23.97,10.18,395,0.4,0.8,1.3,96753.9,---,---,387.7
01/04/2018 23:25:03,23.96,10.16,394.3,0.4,0.9,0.9,96753.7,---,---,388.1
01/04/2018 23:26:03,23.96,10.16,393,0.5,0.7,0.8,96752.2,---,---,388.1
01/04/2018 23:27:08,23.96,10.15,392.8,0.5,0.7,0.8,96752.9,---,---,388
01/04/2018 23:28:08,23.96,10.13,390.8,0.5,0.6,0.6,96751.4,42.485706,-76.458588,319.1
01/04/2018 23:29:08,23.97,10.12,392.4,0.5,0.8,0.8,96755.1,42.485874,-76.458755,319
01/04/2018 23:30:10,23.97,10.1,393,0.7,0.8,0.8,96751.1,42.485767,-76.458702,319.5
01/04/2018 23:31:12,23.97,10.09,393.8,0.3,0.9,0.9,96751.9,42.485855,-76.458801,319.5
01/04/2018 23:32:12,23.96,10.09,393.4,0.2,0.5,0.5,96752.8,42.485477,-76.458801,319.6
01/04/2018 23:34:11,23.96,10.09,393.1,0.5,0.7,0.7,96753.6,42.485336,-76.458702,319.9
01/04/2018 23:35:11,23.97,10.06,393.5,0.3,0.5,0.5,96757.2,42.485519,-76.458633,320.4
01/04/2018 23:36:11,23.96,10.09,393.3,0.8,1.1,1.1,96758.4,42.485294,-76.458649,320.4
01/04/2018 23:37:11,23.96,10.08,393.1,0.7,0.8,1,96762.2,42.485245,-76.458374,320.4
01/04/2018 23:38:13,23.96,10.08,393.1,0.7,0.8,0.9,96762.3,42.485245,-76.458374,320.4
01/04/2018 23:39:13,23.94,10.08,391.8,0.3,0.5,0.6,96763.1,42.485245,-76.458374,320.4
01/04/2018 23:40:13,23.93,10.07,391,0.5,0.7,0.9,96764.1,42.485764,-76.458878,320.4
01/04/2018 23:42:30,23.9,10.03,392,0.5,1,1.5,96768.3,42.485394,-76.458549,320.6
01/04/2018 23:43:31,23.9,10.04,391.3,0.4,0.7,0.8,96768.7,42.485386,-76.458557,320.5
01/04/2018 23:44:30,23.9,10.04,390.3,0.3,0.4,0.6,96769.1,42.485634,-76.458603,320.3
01/04/2018 23:45:30,23.9,10.07,391.1,0.4,0.7,0.7,96767.5,42.485176,-76.458336,320.2
01/04/2018 23:46:30,23.88,10.05,390.7,0,0.3,0.4,96771.3,42.485046,-76.458282,320.2
01/04/2018 23:47:30,23.88,10.03,389.2,0,0.5,0.6,96773.8,42.485622,-76.458511,320.1
01/04/2018 23:48:32,23.88,10.04,389.8,0.1,0.5,0.5,96773.8,42.485504,-76.458572,320.1
01/04/2018 23:49:36,23.86,10.07,390.2,0.3,0.7,0.7,96773.7,42.485634,-76.458794,320
01/04/2018 23:50:36,23.84,10.06,391.3,0.2,0.7,0.7,96776.2,42.485638,-76.458809,320
01/04/2018 23:51:36,23.83,10.04,390.2,0,0,0.3,96776.5,42.485638,-76.458809,320
01/04/2018 23:52:36,23.81,10.06,390.1,0.2,0.5,0.5,96778.6,42.485638,-76.458809,320
01/04/2018 23:53:36,23.81,10.05,390,0.4,0.7,0.7,96777.2,42.485638,-76.458809,320
01/04/2018 23:54:36,23.8,10.05,390.3,0.3,0.7,0.7,96778.9,42.485638,-76.458809,320
01/04/2018 23:55:36,23.8,10.06,389.8,0.2,0.6,0.8,96781.3,42.485638,-76.458809,320
01/04/2018 23:56:36,23.8,10.03,390.8,0.1,0.5,0.5,96779,42.485638,-76.458809,320
01/04/2018 23:57:36,23.8,10.03,391.5,0.3,0.5,0.5,96781.5,42.485638,-76.458809,320
01/04/2018 23:58:37,23.8,10.05,389.9,0.2,0.6,0.7,96782,42.485638,-76.458809,320
01/05/2018 00:00:56,23.8,10,390,0,0,0,96783.5,---,---,385.2
01/05/2018 00:01:54,23.79,10.03,390,0.2,0.5,0.7,96786,---,---,385.2
01/05/2018 00:02:55,23.76,10.03,390.3,0.3,0.7,0.7,96785.4,42.485538,-76.458618,318.8
01/05/2018 00:03:55,23.74,10.03,390.5,0.6,0.8,0.8,96787,42.485367,-76.458504,317.3
01/05/2018 00:04:55,23.72,10.04,390.2,0.3,0.4,0.5,96787,42.485287,-76.458366,318.3
01/05/2018 00:05:55,23.72,10.05,390,0.1,0.3,0.3,96790.2,42.485424,-76.458504,317.9
01/05/2018 00:06:57,23.71,10.03,390.1,0,0.3,0.4,96787.1,42.485546,-76.458649,318.1
01/05/2018 00:08:01,23.69,10.05,390,0.2,0.8,1,96785.1,42.485363,-76.458397,318
01/05/2018 00:10:02,23.67,10.07,389.9,0.1,0.8,0.8,96789,42.485695,-76.458717,318.2
01/05/2018 00:12:02,23.66,10.04,389.7,0.3,0.6,0.8,96788.9,42.485809,-76.458786,317.6
01/05/2018 00:13:02,23.64,10.03,389.3,0.4,1,1.1,96790.5,42.485645,-76.458595,316.8
01/05/2018 00:14:01,23.64,10.03,389,0.1,0.6,0.8,96791.7,42.485569,-76.45845,316.8
01/05/2018 00:15:01,23.63,10.04,389.5,0.3,0.5,0.5,96790.9,42.485916,-76.458618,315.8
01/05/2018 00:16:01,23.63,10.04,389.8,0,0.3,0.3,96791.3,42.485916,-76.458618,315.8
01/05/2018 00:17:02,23.63,10.05,389.2,0.2,0.5,0.6,96794.3,42.485916,-76.458618,315.8
01/05/2018 00:18:02,23.63,10.05,389.8,0.2,0.5,0.5,96792.4,42.485916,-76.458618,315.8
01/05/2018 00:19:02,23.62,10.03,389.8,0.2,0.5,0.7,96793.9,42.4856,-76.458504,316.9
01/05/2018 00:20:03,23.61,10.03,389.1,0.1,0.5,0.6,96794.3,42.485641,-76.458427,317
01/05/2018 00:21:03,23.61,10.03,387.3,0.1,0.7,0.7,96798.8,42.485882,-76.458931,316.3
01/05/2018 00:22:04,23.61,10.03,386.8,0.2,0.7,0.7,96795.4,42.485912,-76.459259,316.5
01/05/2018 00:23:13,23.6,10.03,386.7,0.3,0.7,0.7,96795.2,42.485668,-76.458702,317.6
01/05/2018 00:24:12,23.61,10.01,386.3,0.1,0.3,0.3,96792,42.485306,-76.458488,317.5
01/05/2018 00:25:12,23.62,10.02,386.4,0.1,0.4,0.5,96796.2,42.485367,-76.458443,317
01/05/2018 00:26:12,23.61,10.02,386.8,0,0.3,0.3,96798.2,42.485554,-76.458534,316
01/05/2018 00:27:12,23.6,9.97,389.3,0,0.3,0.5,96795.8,42.485588,-76.458618,316
01/05/2018 00:28:12,23.59,10.02,390.2,0.3,0.8,0.8,96795.3,42.48571,-76.458771,316.5
01/05/2018 00:29:12,23.58,10.02,390.8,0,0.1,0.5,96793.3,42.485321,-76.458435,317.1
01/05/2018 00:30:12,23.58,10.02,391.8,0.1,0.4,0.4,96795.2,42.485371,-76.458496,319.4
01/05/2018 00:31:12,23.57,9.98,392.2,0.1,0.4,0.5,96793.5,42.485802,-76.458702,324.8
01/05/2018 00:32:13,23.57,9.98,390.8,0.3,0.6,0.6,96797.3,42.485519,-76.458641,326.1
01/05/2018 00:33:13,23.56,10.02,389.8,0.1,0.5,0.5,96799.5,42.485916,-76.459167,326
01/05/2018 00:34:23,23.56,10.02,389.4,0,0.3,0.3,96800.6,42.485977,-76.458817,324.3
01/05/2018 00:35:22,23.54,10.02,388,0.2,0.3,0.4,96806.3,42.485649,-76.458542,324.5
01/05/2018 00:36:24,23.54,10.02,388.1,0.2,0.3,0.4,96806.8,42.485706,-76.45874,324.8
01/05/2018 00:37:23,23.54,10,389.3,0.1,0.5,0.5,96809.8,42.485279,-76.458359,325.4
01/05/2018 00:38:23,23.53,9.98,388.5,0.1,0.8,0.8,96809.3,42.485409,-76.458458,325.8
01/05/2018 00:39:23,23.53,10.02,388.9,0.1,0.5,0.5,96809.2,42.485104,-76.45771,324.7
01/05/2018 00:40:26,23.53,10.02,387,0.2,0.8,0.9,96805.8,42.48497,-76.457664,323.8
01/05/2018 00:41:24,23.52,9.99,386.7,0,0.4,0.5,96809.9,42.485188,-76.45797,324.1
01/05/2018 00:42:25,23.52,9.97,388.2,0,0.4,0.4,96806.8,42.485401,-76.458321,325.7
01/05/2018 00:43:28,23.52,9.98,388.3,0,0.4,0.4,96806.1,42.485207,-76.458206,326
01/05/2018 00:44:28,23.52,9.99,387.1,0.1,0.4,0.7,96805.1,42.485336,-76.458336,326.3
01/05/2018 00:45:28,23.51,9.98,386.4,0.1,0.5,0.8,96807.9,42.48542,-76.45845,326.1
01/05/2018 00:46:28,23.51,10,386,0.4,0.8,0.9,96812.3,42.485424,-76.458496,326.1
01/05/2018 00:47:29,23.52,10,386.7,0,0.3,0.3,96811.6,42.485462,-76.458549,326
01/05/2018 00:48:30,23.52,10,386.8,0,0.4,0.4,96810.2,42.485462,-76.458549,326
01/05/2018 00:49:30,23.52,9.97,387.4,0,0.2,0.2,96802.8,42.485405,-76.458344,326.6
01/05/2018 00:50:31,23.53,9.98,386.8,0.6,0.9,1.4,96808.6,42.485096,-76.458069,326.5
01/05/2018 00:51:31,23.54,9.97,386.5,0.1,0.3,0.5,96809.7,42.485504,-76.458519,325.9
01/05/2018 00:52:32,23.54,9.98,386.5,0.1,0.3,0.4,96805.1,42.485554,-76.458397,325.8
01/05/2018 00:53:31,23.54,9.92,387.8,0.1,0.3,0.5,96811.7,42.485359,-76.458328,325.4
01/05/2018 00:54:33,23.54,9.87,387.5,0.5,0.8,0.8,96813.8,42.485664,-76.458527,324.3
01/05/2018 00:55:32,23.55,9.88,386.1,0,0.5,0.6,---,42.485424,-76.458328,324.3
01/05/2018 00:56:33,23.55,9.89,386.8,---,---,---,---,42.485306,-76.458191,324.3
01/05/2018 00:57:33,23.54,9.89,387.3,0.1,0.3,0.3,96815,42.485565,-76.458717,324.3
01/05/2018 00:58:33,23.52,9.87,387.3,0,0.1,0.3,96817.5,42.48547,-76.458359,324.3
01/05/2018 00:59:33,23.5,9.91,387,0,0,0.1,96818.8,42.485306,-76.458115,324.3
01/05/2018 01:00:33,23.49,9.94,387,0.2,0.3,0.3,96816.7,42.485104,-76.457901,324.4
01/05/2018 01:01:33,23.47,9.96,387,0,0,0,96819.1,42.485104,-76.457901,324.4
01/05/2018 01:02:34,23.45,10.01,387.2,0.1,0.4,0.5,96815.9,42.485104,-76.457901,324.4
01/05/2018 01:03:33,23.44,9.96,386,0.2,0.3,0.5,96814.5,42.485104,-76.457901,324.4
01/05/2018 01:04:33,23.42,9.94,386.3,0.2,0.5,0.8,96814.6,42.48571,-76.458694,326.5
01/05/2018 01:05:33,23.41,9.96,386.9,0,0.2,0.2,96812.8,42.485455,-76.458824,324.4
01/05/2018 01:06:47,23.41,9.95,386.7,0,0.3,0.3,96813.9,42.485455,-76.458824,324.4
01/05/2018 01:07:47,23.41,9.91,385.4,0.1,0.4,0.8,96818.7,42.486053,-76.459221,324
01/05/2018 01:08:47,23.43,9.93,385.5,0,0.3,0.4,96817.9,42.486214,-76.459198,324.2
01/05/2018 01:09:47,23.45,9.88,386.8,0.2,0.3,0.3,96819.6,42.48576,-76.458633,324.7
01/05/2018 01:10:47,23.46,9.86,385.8,0.1,0.3,0.3,96822.6,42.485458,-76.458572,324.6
01/05/2018 01:11:51,23.46,9.86,385.8,0.1,0.3,0.3,96822.9,42.485561,-76.458435,324.6
01/05/2018 01:12:51,23.45,9.93,386.5,0.2,0.4,0.5,96822.3,42.485634,-76.458839,324.7
01/05/2018 01:13:51,23.44,9.87,386.5,0.1,0.2,0.2,96826.1,42.485512,-76.458359,322.5
01/05/2018 01:14:52,23.44,9.83,387.4,0.3,0.3,0.4,96825.7,42.485592,-76.458511,322.5
01/05/2018 01:15:51,23.46,9.86,---,---,---,---,---,42.485592,-76.458633,322.5
01/05/2018 01:16:51,23.47,9.87,386.8,0,0,0.1,96827.6,42.485546,-76.459251,322.6
01/05/2018 01:17:51,23.48,9.85,387,0.2,0.2,0.3,96827.9,42.48571,-76.458427,322.7
01/05/2018 01:18:56,23.48,9.85,387,0.1,0.3,0.3,96827.2,42.485573,-76.458542,322.7
01/05/2018 01:19:55,23.47,9.86,387,0.2,0.5,0.5,96823.5,42.486088,-76.459152,322.9
01/05/2018 01:20:56,23.44,9.89,388.1,0,0.6,0.6,96821.1,42.48587,-76.459129,323
01/05/2018 01:21:58,23.44,9.89,388,0,0.6,0.6,96821,42.485882,-76.458992,323
01/05/2018 01:22:57,23.41,9.88,387.2,0,0,0,96821.6,42.485809,-76.459015,323
01/05/2018 01:23:58,23.41,9.86,387.8,0,0.1,0.1,96817.4,42.485744,-76.458862,323
01/05/2018 01:24:58,23.41,9.9,388,0,0,0.1,96818.1,42.485855,-76.458832,323.1
01/05/2018 01:25:57,23.41,9.91,388.8,0,0.3,0.5,96823.5,42.485855,-76.458832,323.1
01/05/2018 01:26:59,23.41,9.89,388.8,0,0.3,0.4,96822.9,42.485855,-76.458832,323.1
01/05/2018 01:28:59,23.41,9.89,388.3,0.2,0.6,0.6,96822.9,42.485546,-76.458702,323.4
01/05/2018 01:30:13,23.41,9.87,388.3,0.2,0.5,0.6,96824.1,42.485523,-76.458694,323.5
01/05/2018 01:31:12,23.41,9.86,388.7,0,0.7,1,96821,42.485722,-76.458504,323.2
01/05/2018 01:32:12,23.41,9.86,389.3,0.1,0.3,0.3,96822.7,42.485817,-76.458557,323.3
01/05/2018 01:33:12,23.41,9.87,388.6,0.1,0.5,0.7,96824.8,42.485912,-76.458763,323.6
01/05/2018 01:34:12,23.41,9.88,387.3,0.2,0.4,0.5,96830.8,42.485725,-76.458809,323.6
01/05/2018 01:35:12,23.41,9.88,387,0.2,0.5,0.9,96826.8,42.485588,-76.458549,323.2
01/05/2018 01:36:12,23.41,9.87,386.1,0.3,0.5,0.5,96828.8,42.485546,-76.458557,323.2
01/05/2018 01:37:13,23.41,9.83,386,0,0.2,0.3,96827,42.485432,-76.458374,323.2
01/05/2018 01:38:13,23.4,9.84,385.9,0,0,0,96830.2,42.485233,-76.457962,323.3
01/05/2018 01:39:17,23.39,9.86,385.9,0,0,0,96831.4,42.485554,-76.458397,321.5
01/05/2018 01:40:17,23.37,9.9,386,0,0.4,0.4,96830,42.485554,-76.458702,321.8
01/05/2018 01:41:18,23.36,9.88,386.8,0,0,0.3,96830,42.485554,-76.458702,321.8
01/05/2018 01:42:18,23.35,9.85,386.9,0.1,0.3,0.3,96830.8,42.485554,-76.458702,321.8
01/05/2018 01:43:19,23.35,9.87,386.2,0,0.1,0.1,96827.8,42.485554,-76.458702,321.8
01/05/2018 01:44:18,23.35,9.91,386.7,0,0.1,0.1,96827.3,42.48587,-76.458862,321
01/05/2018 01:45:19,23.35,9.88,386.2,0.4,0.6,0.9,96827.6,42.485439,-76.458275,320.4
01/05/2018 01:46:18,23.35,9.87,386.1,0.2,0.2,0.4,96824.3,42.485329,-76.458176,320.3
01/05/2018 01:47:19,23.35,9.87,386.6,0,0.3,0.3,96829.1,42.48608,-76.459267,322.4
01/05/2018 01:49:19,23.35,9.86,387,0,0.2,0.2,96832.6,42.485737,-76.458435,324.3
01/05/2018 01:50:20,23.36,9.81,384.5,0,0.2,0.3,96832,42.48597,-76.458992,325.3
01/05/2018 01:51:21,23.37,9.79,383.8,0,0.1,0.1,96833.2,42.486111,-76.45929,327.8
01/05/2018 01:52:20,23.37,9.79,383.9,0,0.5,0.5,96831.8,42.485626,-76.458733,329.6
01/05/2018 01:53:21,23.37,9.79,382.1,0.1,0.1,0.4,96832,42.485394,-76.45842,329.8
01/05/2018 01:54:21,23.36,9.78,382.3,0,0,0.3,96836.6,42.485451,-76.458374,329.6
01/05/2018 01:55:21,23.35,9.8,384.3,0,0.2,0.4,96837.3,42.485626,-76.458626,329.5
01/05/2018 01:56:25,23.35,9.81,384.7,0,0.2,0.4,96837.8,42.485569,-76.458626,329.9
01/05/2018 01:57:24,23.34,9.85,387.7,0.2,0.5,0.7,96830.6,42.485611,-76.458725,329.9
01/05/2018 01:58:24,23.35,9.78,388.6,0,0.4,0.4,96836.2,42.485603,-76.458801,329.9
01/05/2018 01:59:24,23.37,9.79,387.7,0,0.2,0.2,96837.5,42.485649,-76.458603,329.6
01/05/2018 02:00:24,23.38,9.78,386.9,---,---,---,---,42.485615,-76.458977,329.6
01/05/2018 02:01:24,23.38,9.78,387,0,0.2,0.4,96838.9,42.485828,-76.458809,330.3
01/05/2018 02:02:24,23.37,9.8,386.2,0,0.4,0.5,96841,42.485775,-76.458961,329.3
01/05/2018 02:03:24,23.35,9.81,387,0,0.3,0.3,96834.8,42.485786,-76.458893,329.6
01/05/2018 02:04:24,23.34,9.77,387,0,0.1,0.2,96837.4,42.485744,-76.458954,329.5
01/05/2018 02:05:29,23.34,9.77,386.9,0,0.1,0.1,96836.7,42.485691,-76.458855,329.5
01/05/2018 02:06:28,23.31,9.77,386.9,0,0,0,96832.2,42.485638,-76.45871,329.3
01/05/2018 02:07:28,23.31,9.79,386.7,0,0,0.2,96836.5,42.485683,-76.458763,329.3
01/05/2018 02:08:31,23.31,9.79,386.8,0,0,0.3,96836.5,42.485619,-76.458618,330.5
01/05/2018 02:09:30,23.29,9.78,386.3,0,0.5,0.5,96834.4,42.485573,-76.458496,332
01/05/2018 02:10:31,23.29,9.77,385.1,0,0.2,0.2,96833.6,42.485802,-76.457993,325.7
01/05/2018 02:11:31,23.29,9.79,384,0,0.3,0.3,96836,42.485558,-76.458374,323.5
01/05/2018 02:12:31,23.28,9.78,384.8,0,0.1,0.1,96833.9,42.485683,-76.45845,322.9
01/05/2018 02:13:35,23.28,9.78,384.8,0,0.1,0.1,96834.3,42.485554,-76.458466,321.9
01/05/2018 02:14:34,23.26,9.78,384.8,0,0,0,96834.4,42.485439,-76.458633,321.6
01/05/2018 02:15:35,23.26,9.78,384.8,0,0,0,96834.1,42.485409,-76.458992,321.5
01/05/2018 02:16:35,23.24,9.8,385.1,0,0.1,0.2,96834.1,42.485775,-76.458382,321.2
01/05/2018 02:17:35,23.24,9.81,385.4,0,0.3,0.3,96835.7,42.485775,-76.458366,321.7
01/05/2018 02:18:36,23.24,9.8,385,0,0.1,0.1,96838.3,42.485672,-76.458672,322.4
01/05/2018 02:19:36,23.25,9.85,385.5,0,0,0,96839.7,42.485718,-76.459312,323
01/05/2018 02:20:36,23.24,9.78,385,0,0.1,0.1,96839.8,42.48579,-76.459595,321.5
01/05/2018 02:21:36,23.25,9.77,384.8,0,0.1,0.1,96837.3,42.485756,-76.458992,318.9
01/05/2018 02:22:37,23.24,9.78,384.3,0,0.2,0.3,96837.4,42.485725,-76.458755,319.1
01/05/2018 02:23:41,23.24,9.79,384.2,0,0.2,0.4,96836.8,42.485733,-76.458214,317.7
01/05/2018 02:24:40,23.23,9.78,384.3,0,0.1,0.1,96836.5,42.48576,-76.457893,318.1
01/05/2018 02:25:40,23.22,9.77,385.6,0,0,0.2,96838,42.485645,-76.458519,314.5
01/05/2018 02:26:43,23.22,9.77,385.8,0,0,0.2,96838.5,42.485695,-76.458366,313
01/05/2018 02:27:42,23.21,9.73,385.7,0.1,0.1,0.1,96840.4,42.485523,-76.458557,310.8
01/05/2018 02:28:43,23.22,9.73,384.8,---,---,---,---,42.485474,-76.458092,310.4
01/05/2018 02:29:43,23.23,9.71,384.8,0,0,0,96843.9,42.485668,-76.458244,310.3
01/05/2018 02:30:43,23.25,9.7,385.2,0,0.2,0.2,96848.2,42.485435,-76.45829,310.4
01/05/2018 02:31:43,23.27,9.7,385.7,0,0.1,0.1,96844.1,42.485386,-76.458588,310.8
01/05/2018 02:33:01,23.27,9.67,386,0,0,0,96842.7,42.485386,-76.458588,310.8
01/05/2018 02:34:01,23.29,---,---,---,---,---,---,42.485733,-76.458107,311.5
01/05/2018 02:35:01,23.29,9.68,385.9,0,0.1,0.3,96851.6,42.485622,-76.458534,312.1
01/05/2018 02:36:13,23.29,9.67,385.9,0,0.1,0.2,96851.9,42.48568,-76.45874,312.1
01/05/2018 02:37:12,23.29,9.65,385.4,0,0.1,0.1,96850.7,42.485626,-76.458305,311.8
01/05/2018 02:38:12,23.29,9.66,385.8,0,0,0,96852.2,42.485783,-76.457726,311.6
