timestamp,temperature[degC],humidity[%],co2[ppm],pm1.0[ug/m^3],pm2.5[ug/m^3],pm10.0[ug/m^3],pressure[Pa],latitude[deg],longitude[deg],altitude[m]
01/04/2018 11:26:59,26.2,8.64,425.8,7.4,9.8,10.2,97035.3,---,---,363.6
01/04/2018 11:27:59,26.2,8.66,426.1,7.5,9.2,10,97032.8,---,---,363.5
01/04/2018 11:28:59,26.2,8.66,426.3,7.6,9,9.4,97031.1,---,---,364
01/04/2018 11:30:09,26.2,8.67,426.5,7.8,9.3,9.7,97031,---,---,364
01/04/2018 11:31:09,26.2,8.7,426,7.4,9.5,9.7,97027.1,---,---,364.4
01/04/2018 11:32:09,26.2,8.7,425.3,7.4,9.1,9.9,97024.7,---,---,364.3
01/04/2018 11:33:10,26.2,8.73,424.2,8.1,10.2,10.8,97024.9,---,---,364.2
01/04/2018 11:34:10,26.2,8.74,425,7.7,9.8,10.1,97024.6,---,---,364.2
01/04/2018 11:35:11,26.2,8.71,423.6,7.5,9,9.4,97026.3,---,---,364.1
01/04/2018 11:36:14,26.19,8.71,423.3,7.5,9,9.3,97026.2,---,---,364.2
01/04/2018 11:37:12,26.15,9.29,428.8,7.1,9,9.2,97024.5,---,---,364.6
01/04/2018 11:38:13,26.16,8.76,431.2,7.9,10.6,11.3,97022.7,---,---,364.8
01/04/2018 11:39:13,26.13,8.67,417.9,7.4,9.6,9.8,97021.9,---,---,364.6
01/04/2018 11:40:14,26.1,8.72,415,7.4,9,9.3,97023.3,---,---,364.6
01/04/2018 11:41:17,26.09,8.73,414.8,7.4,9,9.3,97023.5,---,---,364.4
01/04/2018 11:42:15,26.05,8.8,414.8,7.5,9.6,9.9,97024.4,---,---,364.5
01/04/2018 11:43:17,26.05,8.81,415,7.5,9.6,10,97024.2,---,---,364.6
01/04/2018 11:44:17,26.02,8.92,419,8,10.2,10.9,97021.6,---,---,364.6
01/04/2018 11:45:17,26.02,8.92,424.4,8.5,10.6,11.1,97021.1,---,---,364.4
01/04/2018 11:46:17,26.02,8.91,424.6,8.3,10.3,10.7,97019.6,---,---,364.8
01/04/2018 11:47:17,26.06,8.92,423.3,8.5,10.3,11,97018.5,---,---,364.9
01/04/2018 11:48:17,26.09,8.95,423,8.3,10.1,10.2,97021.3,---,---,364.4
01/04/2018 11:49:17,26.09,8.96,424.7,9,11,11.5,97023.5,---,---,364.2
01/04/2018 11:50:22,26.09,8.96,425.1,9,11.1,11.6,97024.1,---,---,364
01/04/2018 11:51:22,26.06,8.99,426.4,8.2,10.2,10.7,97030,---,---,363.7
01/04/2018 11:52:22,26.06,8.99,428.1,8.7,10.9,11.5,97029.2,---,---,363.8
01/04/2018 11:53:24,26.05,9.01,427.8,8.2,10.5,10.8,97029.5,---,---,364.4
01/04/2018 11:54:23,26.04,9,428.9,8.6,10.4,10.8,97029,---,---,363.8
01/04/2018 11:55:24,26,9.07,429.4,8.4,10,10.9,97029.8,---,---,364.1
01/04/2018 11:56:27,26,9.08,429.7,8.5,10.1,11,97029.5,---,---,364.3
01/04/2018 11:59:39,26.21,10.14,499,2,2.5,2.5,97035.4,---,---,363.4
01/04/2018 17:30:54,21.01,14.39,598,0,0.5,0.5,96626.8,42.485733,-76.458366,360.3
01/04/2018 17:32:09,21.51,14.08,592,0,1,1,96622.3,42.485664,-76.458313,360.3
01/04/2018 17:34:11,22.13,13.88,712,0,1,1,96626.2,42.485638,-76.458572,359.4
01/04/2018 17:41:47,23.69,12.37,641,0,1,1,96630.4,42.485519,-76.458267,358.9
01/04/2018 17:42:46,23.75,12.31,636.2,0.2,0.8,0.8,96632.3,42.485512,-76.45826,358.8
01/04/2018 17:44:45,23.85,12.18,628,0.1,0.4,0.6,96637.2,42.485558,-76.458214,357.5
01/04/2018 17:45:44,23.95,11.96,610.8,0.3,0.4,0.5,96639.8,42.485535,-76.458237,357.3
01/04/2018 17:46:44,23.98,11.94,604.8,0.5,0.5,0.5,96641.8,42.485577,-76.458275,356.9
01/04/2018 17:47:44,24.02,11.92,601.9,0.1,0.3,0.4,96646.8,42.485546,-76.458305,356.4
01/04/2018 17:54:48,24.71,11.34,570,0,0.5,0.5,96637.8,42.485596,-76.458481,351.2
01/04/2018 17:56:46,24.75,11.2,559.3,0,0.1,0.1,96638.1,42.485432,-76.458481,350.8
01/04/2018 17:57:45,24.79,10.97,521.6,0.2,0.7,0.9,96640.8,42.485519,-76.458374,350.6
01/04/2018 17:58:45,24.8,10.92,512.7,0,0.4,0.4,96640.2,42.485542,-76.458374,350.1
01/04/2018 17:59:46,24.82,10.86,509.7,0,0.1,0.1,96642.8,42.4856,-76.458496,349.8
01/04/2018 18:00:46,24.86,10.8,503.5,0.1,0.2,0.2,---,42.485657,-76.458504,349.7
01/04/2018 18:01:46,24.9,10.76,494.7,0,0.3,0.3,96644.6,42.485687,-76.458488,349.4
01/04/2018 18:02:46,24.93,10.74,491.1,0.1,0.3,0.4,96642.3,42.485676,-76.458534,349.3
01/04/2018 18:03:53,24.94,10.74,490.8,0.1,0.3,0.4,96642.1,42.485516,-76.458687,348.8
01/04/2018 18:04:51,25.01,10.68,489,0.2,0.2,0.3,96645.1,42.485687,-76.458656,348.3
01/04/2018 18:05:51,25.04,10.65,486.2,0.2,0.4,0.4,96642.2,42.485622,-76.458542,347.4
01/04/2018 18:06:51,25.06,10.62,483.7,0.3,0.8,0.8,96640.9,42.485588,-76.45842,346.9
01/04/2018 18:07:51,25.07,10.6,481,0.2,0.4,0.6,96642.6,42.485489,-76.458473,347
01/04/2018 18:08:51,25.08,10.57,480.3,0,0.2,0.3,96639.6,42.485531,-76.458649,347.6
01/04/2018 18:09:57,25.08,10.56,480.3,0,0.2,0.3,96640.2,42.485699,-76.45829,347.1
01/04/2018 18:10:58,25.1,10.53,477.5,0.5,0.7,0.9,96642,42.485561,-76.458382,347.7
01/04/2018 18:11:57,25.12,---,---,---,---,---,---,42.485504,-76.45845,347.7
01/04/2018 18:12:58,25.15,10.51,476.6,0.4,0.6,1,96639,42.485683,-76.458443,346.8
01/04/2018 18:13:57,25.16,10.5,475.2,0.4,0.7,0.8,96639.5,42.485687,-76.458496,346.7
01/04/2018 18:14:58,25.16,10.5,472.8,0.3,0.4,0.5,96639.6,42.485767,-76.458626,347.2
01/04/2018 18:15:58,25.17,10.5,472.5,0,0,0.1,96640.5,42.485752,-76.45871,346.9
01/04/2018 18:16:58,25.19,10.49,471.9,0.1,0.4,0.5,96641.8,42.485737,-76.45874,347
01/04/2018 18:18:09,25.2,10.47,471.7,0.1,0.4,0.4,96641.7,42.485649,-76.458488,345.8
01/04/2018 18:19:08,25.27,10.38,470.3,0.6,1.1,1.1,96643.4,42.485664,-76.458473,343.8
01/04/2018 18:20:08,25.32,10.35,468.8,0.2,0.4,0.5,96643.2,42.48568,-76.45845,343.5
01/04/2018 18:21:08,25.35,10.33,467,0.4,0.6,0.7,96643.3,42.485649,-76.45845,343
01/04/2018 18:22:08,25.37,10.31,466.3,0.1,0.5,0.5,96642.8,42.485653,-76.458405,342.9
01/04/2018 18:23:09,25.37,10.38,466,0.2,0.3,0.3,96644.6,42.485718,-76.458366,342.9
01/04/2018 18:24:09,25.38,10.44,470.1,0.3,0.6,0.7,96643.8,42.485733,-76.458321,342.8
01/04/2018 18:25:10,25.39,10.51,475.7,---,---,---,96645.7,42.48579,-76.458313,342.8
01/04/2018 18:26:10,25.41,10.56,481.3,0.5,0.5,0.9,96646.8,42.485821,-76.45845,342.5
01/04/2018 18:27:10,25.43,10.53,483.1,0.2,0.5,0.6,96644.3,42.485748,-76.458366,342.4
01/04/2018 18:28:11,25.44,10.39,480.3,0.3,0.4,0.5,96646.7,42.485645,-76.458572,342.8
01/04/2018 18:29:11,25.44,10.34,470.9,0.3,0.8,0.9,96644,42.485535,-76.458549,342.2
01/04/2018 18:30:11,25.45,10.35,469.7,0.5,0.8,0.8,96646.4,42.485497,-76.458603,341.9
01/04/2018 18:31:11,25.45,10.28,466.7,0.3,0.9,1,96647.8,42.48547,-76.458565,341.9
01/04/2018 18:32:12,25.47,10.24,462,0.6,0.8,0.8,96648.3,42.485588,-76.458519,342.4
01/04/2018 18:33:11,25.49,10.21,461.4,0.7,0.8,1,96646.9,42.485733,-76.458595,343.2
01/04/2018 18:34:19,25.49,10.21,463.3,0.7,0.8,1,96648.4,42.485767,-76.458672,342.4
01/04/2018 18:35:18,25.51,10.27,479.4,0.5,0.9,0.9,96652.1,42.485664,-76.458542,342.2
01/04/2018 18:36:18,25.54,11.54,489.3,0.3,0.4,0.8,96652.5,42.485336,-76.458511,341.2
01/04/2018 18:37:18,25.57,10.65,499,0.7,0.8,0.8,96651.8,42.4856,-76.458397,340.1
01/04/2018 18:38:20,25.59,10.36,484.6,0.3,0.6,0.6,96651.2,42.485775,-76.458511,339.5
01/04/2018 18:39:20,25.6,10.5,481.2,0.2,0.4,0.4,96654.2,42.485691,-76.458435,339
01/04/2018 18:40:20,25.63,10.75,486.8,0,0,0,96650.1,42.48568,-76.458443,338.9
01/04/2018 18:41:21,25.64,10.42,488.4,0.3,0.6,0.7,96650.8,42.48576,-76.458267,337.2
01/04/2018 18:42:20,25.64,10.28,477,0.3,0.4,0.6,96653.6,42.485603,-76.458176,337.2
01/04/2018 18:43:21,25.67,10.27,471.2,0.2,0.7,0.7,96655.9,42.485508,-76.458344,335.3
01/04/2018 18:44:30,25.68,10.27,470.5,0.2,0.8,0.8,96656.4,42.485523,-76.458389,335
01/04/2018 18:45:29,25.71,10.16,467,0.5,0.9,0.9,96655.8,42.485645,-76.458519,335.3
01/04/2018 18:46:29,25.73,10.14,463.5,0.6,0.8,0.8,96654.7,42.485668,-76.458557,335.6
01/04/2018 18:47:29,25.73,10.23,464.1,0.1,0.6,0.8,96656.7,42.48558,-76.458244,335.7
01/04/2018 18:48:30,25.76,10.25,473.9,0.5,0.7,0.9,96655.4,42.485569,-76.458176,335.6
01/04/2018 18:49:37,25.76,10.25,474.9,0.6,0.7,0.8,96654.6,42.485676,-76.458214,333.8
01/04/2018 18:50:36,25.78,10.24,481.9,0.5,0.6,0.6,96655.5,42.485664,-76.458214,333
01/04/2018 18:51:36,25.79,10.15,474.8,---,---,---,---,42.485573,-76.45826,333
01/04/2018 18:56:45,25.77,10.45,546,0.5,1.5,1.5,96649.8,42.485573,-76.458374,333.7
01/04/2018 18:58:43,25.79,10.54,531.6,0.3,1,1,96654.6,42.485664,-76.458504,333.6
01/04/2018 18:59:42,25.83,10.41,524.4,0.3,0.6,0.6,96649.8,42.4856,-76.458488,333.2
01/04/2018 19:00:42,25.86,10.34,513.8,0.4,0.5,0.8,96653.1,42.485622,-76.458496,333.2
01/04/2018 19:01:43,25.89,10.3,507.8,0.3,1,1.2,96648.8,42.485664,-76.458427,333.2
01/04/2018 19:02:42,25.87,10.3,505.3,0.3,0.8,0.8,96651.4,42.485668,-76.458321,333.5
01/04/2018 19:03:45,25.87,10.3,505,0.3,0.8,0.8,96652.1,42.485634,-76.458397,332.6
01/04/2018 19:04:44,25.85,10.29,500.3,0.6,0.7,0.8,96651.4,42.485455,-76.45829,332.1
01/04/2018 19:05:44,25.84,10.3,500.3,0.5,0.8,1,96655.9,42.485596,-76.45845,332.1
01/04/2018 19:06:45,25.81,10.3,497.1,0.5,0.8,1.1,96653.6,42.485588,-76.458565,331
01/04/2018 19:07:46,25.78,10.31,494.3,0.3,0.7,0.8,96648.9,42.485455,-76.458496,331.1
01/04/2018 19:08:46,25.75,10.33,493.7,---,---,---,---,42.485653,-76.458801,330.7
01/04/2018 19:11:13,25.73,10.34,491,0.5,0.5,0.5,96651.1,42.485626,-76.458519,330.5
01/04/2018 19:12:12,25.71,10.32,489.9,0.2,0.4,0.4,96648.2,42.485371,-76.458435,330.5
01/04/2018 19:13:12,25.7,10.32,488.3,0.5,0.5,0.9,96648.5,42.486229,-76.458305,330.2
01/04/2018 19:15:12,25.69,10.33,487,0.5,0.8,1,96648.3,42.485752,-76.458534,330.6
01/04/2018 19:16:11,25.65,10.34,487.7,0.2,0.4,0.7,96639.9,42.485752,-76.458534,330.6
01/04/2018 19:17:11,25.64,10.32,486.8,0.4,0.6,0.9,96642.8,42.485767,-76.458328,331.6
01/04/2018 19:18:11,25.61,10.32,486.4,0.5,0.6,0.6,96642,42.485767,-76.458328,331.6
01/04/2018 19:19:11,25.6,10.32,483.9,0.6,0.9,0.9,96647,42.485622,-76.458603,320.1
01/04/2018 19:20:13,25.58,10.32,482,0.5,0.8,0.9,96645.1,42.485424,-76.458649,328.1
01/04/2018 19:21:16,25.58,10.32,482,0.5,0.8,0.8,96645.9,42.485973,-76.459023,329.8
01/04/2018 19:22:15,25.54,10.35,481.4,0.5,0.7,1,96648,42.485718,-76.458458,329.2
01/04/2018 19:23:15,25.51,10.39,480.9,0.8,1,1.3,96648.9,42.48608,-76.458977,328.3
01/04/2018 19:24:16,25.5,10.39,481.8,0.7,0.8,0.8,96650.2,42.485607,-76.458923,328.4
01/04/2018 19:25:16,25.48,10.35,480.5,0.8,1,1.1,96648.5,42.485489,-76.458672,329.7
01/04/2018 19:26:16,25.46,10.35,479.9,0.4,0.5,0.8,96647.1,42.485535,-76.459297,324.6
01/04/2018 19:27:20,25.46,10.36,479.8,0.3,0.5,0.7,96645.9,42.485558,-76.458557,327.8
01/04/2018 19:28:19,25.43,10.38,478.2,0.3,0.4,0.4,96642.9,42.485947,-76.458969,327.5
01/04/2018 19:29:19,25.42,10.39,478.2,0.7,0.8,0.8,96643.2,42.485947,-76.458969,327.5
01/04/2018 19:30:19,25.4,10.39,476.3,0.5,0.8,0.8,96641.2,42.485947,-76.458969,327.5
01/04/2018 19:31:19,25.36,10.39,476.2,0.5,0.8,0.8,96643.4,42.48568,-76.458626,328.2
01/04/2018 19:32:20,25.33,10.43,475.8,0.4,0.5,0.5,96645.4,42.485775,-76.458916,318.4
01/04/2018 19:33:20,25.3,10.42,474,0.6,0.8,0.8,96637.3,42.48576,-76.459023,324.6
01/04/2018 19:34:21,25.28,10.4,474,0.5,0.8,0.8,96640.3,42.485645,-76.459312,323.6
01/04/2018 19:35:21,25.26,10.41,---,---,---,---,---,42.485729,-76.459412,324.2
01/04/2018 19:37:21,25.24,10.43,468.1,0.2,0.4,0.4,96644.2,42.485622,-76.458511,326.2
01/04/2018 19:38:22,25.21,10.46,468.8,0.5,0.5,0.7,96646.1,42.485638,-76.458626,326.6
01/04/2018 19:41:24,25.2,10.44,465.8,0.3,0.9,1.2,96648.3,42.485462,-76.458458,319.3
01/04/2018 19:42:25,25.19,10.46,464.3,0.2,0.8,0.8,96649.3,42.485455,-76.458488,319.6
01/04/2018 19:43:26,25.17,10.47,463.5,0.4,0.8,0.8,96650.5,42.485474,-76.458389,319.8
01/04/2018 19:44:27,25.14,10.44,461.8,0.3,0.8,0.9,96653.3,42.485443,-76.458359,319.3
01/04/2018 19:45:27,25.13,10.42,462.7,0.2,0.4,0.4,96653.6,42.485329,-76.458229,318.8
01/04/2018 19:47:27,25.13,10.42,464,0.6,0.9,0.9,96654.8,42.485329,-76.458527,319.5
01/04/2018 19:48:26,25.1,10.43,464.2,0.6,0.9,1.1,96660.8,42.485157,-76.45842,319.4
01/04/2018 19:49:27,25.08,10.42,464.4,0.4,0.6,0.6,96659.3,42.485615,-76.458046,318.9
01/04/2018 19:50:27,25.07,10.41,464.4,0.3,0.8,1.1,96654.8,42.485249,-76.457962,318.7
01/04/2018 19:51:27,25.07,10.43,461.8,0.6,0.9,1,96651.8,42.485226,-76.458221,318.9
01/04/2018 19:52:27,25.07,10.44,461.7,0.3,0.7,0.7,96652.1,42.485527,-76.458817,319.1
01/04/2018 19:53:27,25.07,10.44,460.6,0.6,0.8,0.8,96653.4,42.485542,-76.45887,319.3
01/04/2018 19:54:27,25.07,10.45,458.9,0.3,0.6,0.7,96654.4,42.485126,-76.45887,318.2
01/04/2018 19:55:27,25.07,10.47,460.8,0.5,0.8,1,96659.1,42.485405,-76.458862,318.1
01/04/2018 19:56:27,25.05,10.46,461.7,0.8,1.2,1.2,96661.9,42.485622,-76.458519,316.6
01/04/2018 19:57:34,25.05,10.46,461.7,0.8,1.2,1.2,96661.9,42.485882,-76.458641,316.7
01/04/2018 19:58:32,25.03,10.48,458.3,0.5,0.8,0.9,96660.6,42.485748,-76.458885,317.4
01/04/2018 19:59:32,25.03,10.48,457.3,0.7,0.9,0.9,96661.6,42.485573,-76.459053,318.2
01/04/2018 20:00:32,25,10.49,457.8,0.3,0.5,0.8,---,42.485569,-76.458817,320
01/04/2018 20:02:57,24.95,10.48,455,0,0,0,96662.4,42.485554,-76.458572,320.2
01/04/2018 20:03:56,24.96,10.48,454.3,0.4,0.6,0.6,96665.9,42.485451,-76.458771,320.2
01/04/2018 20:04:57,24.95,10.45,452.2,0.5,0.9,0.9,96665.1,42.485649,-76.458389,320.2
01/04/2018 20:05:57,24.93,10.41,452.2,0.6,0.9,0.9,96665.7,42.485554,-76.458702,320.3
01/04/2018 20:06:58,24.9,10.45,451.6,0.4,0.8,0.8,96667.2,42.485462,-76.458488,320.1
01/04/2018 20:08:57,24.89,10.47,449.8,0.3,0.7,0.8,96667.7,42.485497,-76.459137,320.9
01/04/2018 20:09:57,24.89,10.48,448,0.5,0.7,0.7,96662.9,42.485519,-76.458664,320.9
01/04/2018 20:10:58,24.9,10.47,448.9,0.5,0.8,1,96662.4,42.485577,-76.45842,320.9
01/04/2018 20:11:58,24.88,10.46,449,0.6,0.9,0.9,96660.2,42.485565,-76.458359,320.9
01/04/2018 20:12:58,24.85,10.43,445.8,0.6,0.8,0.9,96660.6,42.485622,-76.458466,320.4
01/04/2018 20:14:00,24.83,10.46,443.8,0.4,0.7,1,96661.8,42.485729,-76.458321,319.8
01/04/2018 20:15:00,24.83,10.48,444,0.5,0.8,1.3,96665.2,42.485737,-76.458427,319.7
01/04/2018 20:16:00,24.82,10.48,444.9,0.3,0.4,0.5,96665.6,42.485703,-76.458679,320.2
01/04/2018 20:17:00,24.81,10.48,442.9,0.9,1,1.2,96667.5,42.485622,-76.458725,319.2
01/04/2018 20:18:00,24.8,10.51,442.7,0.4,0.6,0.7,96672.4,42.485489,-76.458443,320.2
01/04/2018 20:19:01,24.79,10.49,441.7,0.5,0.8,1,96672.1,42.485161,-76.458801,320
01/04/2018 20:20:01,24.79,10.48,441,---,---,---,---,42.485485,-76.458687,315.9
01/04/2018 20:22:25,24.8,10.44,441,0.5,1,1,96674,42.485661,-76.458221,315.6
01/04/2018 20:24:24,24.8,10.47,441,0.5,0.9,1,96681.2,42.48579,-76.458351,315.6
01/04/2018 20:25:23,24.79,10.47,441.7,0.3,0.6,0.6,96675.1,42.486008,-76.458473,315.2
01/04/2018 20:26:23,24.79,10.46,441.8,0.5,0.7,0.8,96681.8,42.48605,-76.458687,315.3
01/04/2018 20:27:25,24.78,10.46,441.6,0.6,0.7,0.9,96682.2,42.48605,-76.458687,315.3
01/04/2018 20:28:25,24.77,10.47,437.8,0.4,0.8,0.9,96682.5,42.485924,-76.457802,302.5
01/04/2018 20:29:26,24.76,10.47,438.8,0.5,1,1.2,96680,42.48576,-76.458206,308.7
01/04/2018 20:30:25,24.74,---,---,---,---,---,---,42.485386,-76.458885,310
01/04/2018 20:31:26,24.7,10.48,439.5,0.5,0.7,0.8,96677.7,42.485611,-76.458733,313.7
01/04/2018 20:32:26,24.69,10.5,439.2,0.2,0.5,0.8,96676.9,42.48542,-76.458755,314.2
01/04/2018 20:33:26,24.7,10.5,437.8,0.3,0.5,0.6,96674.8,42.485397,-76.458733,315.5
01/04/2018 20:34:26,24.7,10.46,436.3,0.3,0.5,0.6,96676.5,42.485641,-76.458763,316
01/04/2018 20:35:27,24.68,10.47,435.1,0.6,0.8,0.8,---,42.485367,-76.458656,316
01/04/2018 20:36:27,24.68,10.46,434.1,0.5,0.7,0.7,96677,42.48539,-76.458694,316.4
01/04/2018 20:37:31,24.67,10.47,433.8,0.5,0.7,0.7,96678.1,42.485359,-76.458664,316.4
01/04/2018 20:38:31,24.67,10.49,433.8,0.7,0.9,0.9,96681.7,42.485348,-76.458794,316.2
01/04/2018 20:39:31,24.66,10.46,433.3,0.5,0.8,1,96689,42.485271,-76.45845,316.5
01/04/2018 20:40:31,24.66,10.47,432.8,0.8,1,1,96691.3,42.485077,-76.458725,316.5
01/04/2018 20:42:32,24.59,10.45,432,0.7,0.9,1.1,96692.6,42.48542,-76.458794,316.4
01/04/2018 20:43:32,24.57,10.47,430.5,0.5,0.9,1,96702,42.485912,-76.458015,316.2
01/04/2018 20:44:32,24.55,10.5,429.4,0.5,1.1,1.1,96699.5,42.485157,-76.45903,315.8
01/04/2018 20:45:32,24.56,10.54,429.2,0.6,0.7,0.9,---,42.484886,-76.459457,316
01/04/2018 20:46:32,24.56,10.53,428.4,0.2,0.4,0.5,96701.2,42.484886,-76.459503,316
01/04/2018 20:47:32,24.55,10.53,428,0.1,0.4,0.5,96703.9,42.484886,-76.459503,316
01/04/2018 20:48:32,24.54,10.48,429.2,0.3,0.4,0.4,96705.5,42.484886,-76.459503,316
01/04/2018 20:49:32,24.52,10.48,428.6,0.4,0.7,0.8,96702,42.485294,-76.459045,262.9
01/04/2018 20:50:32,24.51,10.47,428,0.3,0.7,0.7,96703.5,42.485069,-76.458641,311.4
01/04/2018 20:51:32,24.51,10.49,428,0.5,0.6,0.7,96713.8,42.485069,-76.458641,311.4
01/04/2018 20:52:32,24.5,10.47,427.9,0.8,1,1,96713.8,42.485401,-76.458603,313.2
01/04/2018 20:53:33,24.49,10.48,427.1,0.6,0.8,0.8,96707.7,42.485279,-76.458977,313.3
01/04/2018 20:54:37,24.49,10.48,427.1,0.6,0.8,0.8,96706.6,42.485256,-76.459015,313.3
01/04/2018 20:55:37,24.47,10.51,427,0.7,0.9,1.1,96703.8,42.485401,-76.458572,313.4
01/04/2018 20:56:38,24.46,10.5,427.4,0.5,0.9,1,96706.8,42.485233,-76.458817,313.5
01/04/2018 20:57:39,24.45,10.51,427.3,0.6,0.8,0.8,96700.3,42.485519,-76.45845,313.5
01/04/2018 20:58:39,24.45,10.51,426,---,---,---,---,42.485485,-76.458504,313.5
01/04/2018 20:59:39,24.45,10.56,426.3,0.6,0.8,1.1,96699.3,42.485455,-76.458511,313.5
01/04/2018 21:00:39,24.44,10.55,426.2,0.5,0.5,0.9,96705.5,42.485725,-76.45784,313.7
01/04/2018 21:01:39,24.42,10.5,425.5,0.3,0.5,0.5,96712.3,42.485729,-76.457977,313.7
01/04/2018 21:02:41,24.41,10.54,426.6,0.6,0.8,0.8,96716.7,42.485489,-76.458191,314.1
01/04/2018 21:03:41,24.42,10.56,425.2,0.3,0.4,0.4,96716.2,42.485527,-76.458336,314.5
01/04/2018 21:04:41,24.42,10.54,424.6,0.3,0.8,0.8,96719.7,42.485561,-76.458405,314.9
01/04/2018 21:05:52,24.42,10.54,424.4,0.3,0.9,1,96720.4,42.485565,-76.458679,315.2
01/04/2018 21:06:52,24.44,10.52,423,0.3,0.6,0.9,96715.3,42.485497,-76.458466,315.3
01/04/2018 21:07:52,24.44,10.5,422,0.7,1,1.1,96718.8,42.485584,-76.458206,315.3
01/04/2018 21:08:52,24.43,10.48,422,0.4,0.8,0.8,96716,42.485531,-76.458183,316
01/04/2018 21:09:52,24.42,10.48,420.8,0.5,0.8,0.8,96717.6,42.485023,-76.458008,316.5
01/04/2018 21:10:52,24.41,10.47,419.5,0.5,0.9,1,96717.5,42.484821,-76.45784,316.5
01/04/2018 21:11:57,24.41,10.47,419.3,0.5,1,1,96717.6,42.485752,-76.458778,317.7
01/04/2018 21:12:56,24.39,10.48,419,0.5,1,1,96719.2,42.485565,-76.458611,317.7
01/04/2018 21:13:56,24.38,10.47,419.4,0.5,0.9,0.9,96715.6,42.485546,-76.458542,317
01/04/2018 21:14:56,24.37,10.46,419.9,0.4,0.9,0.9,96718.3,42.485485,-76.458633,316.9
01/04/2018 21:15:57,24.36,10.45,419.6,0.8,1,1.2,96717.3,42.485703,-76.458549,316.7
01/04/2018 21:16:57,24.36,10.45,---,---,---,---,---,42.485439,-76.458595,316.8
01/04/2018 21:18:58,24.36,10.45,417.7,0.6,0.7,0.7,96710.2,42.485252,-76.458321,317
01/04/2018 21:19:58,24.34,10.45,415.8,0.6,0.9,0.9,96708.2,42.485271,-76.45829,317
01/04/2018 21:21:00,24.34,10.45,413.3,0.6,0.8,0.9,96711,42.485245,-76.458427,317
01/04/2018 21:21:58,24.36,10.45,413,0.3,0.5,0.5,---,42.485596,-76.458771,316.2
01/04/2018 21:24:26,24.34,10.45,416,0,0,0.5,96716.2,---,---,391
01/04/2018 21:26:23,24.38,10.44,416.8,0.8,0.8,0.9,96714.8,---,---,391.1
01/04/2018 21:27:22,24.36,10.44,418.2,0.5,0.6,1,96716.9,---,---,390.6
01/04/2018 21:28:22,24.34,10.44,418.5,0.4,0.7,0.7,96722.4,---,---,390.2
01/04/2018 21:29:27,24.34,10.44,418.3,0.4,0.7,0.7,96722,---,---,390.4
01/04/2018 21:30:25,24.33,10.45,415.9,0.5,0.7,0.7,96722.4,---,---,390
01/04/2018 21:31:27,24.33,10.45,415.9,0.4,0.7,0.7,96723,---,---,390.4
01/04/2018 21:32:27,24.33,10.44,414.8,0.3,0.6,0.6,96722.7,---,---,390.8
01/04/2018 21:33:27,24.33,10.45,414.7,0.5,0.8,0.9,96726,---,---,390.3
01/04/2018 21:34:27,24.33,10.45,414,0.7,0.8,0.9,96725,---,---,390.7
01/04/2018 21:35:30,24.33,10.44,414,0.7,0.8,1,96725.6,---,---,389.7
01/04/2018 21:36:28,24.34,10.41,414,0.6,0.8,1.1,96727.7,42.485001,-76.458275,316.8
01/04/2018 21:37:29,24.35,10.41,413.3,0.6,0.7,0.8,---,42.484966,-76.458305,317.1
01/04/2018 21:38:29,24.33,10.43,412.9,0.4,0.5,0.6,96729.3,42.484898,-76.458427,317.7
01/04/2018 21:39:38,24.33,10.43,412.7,0.3,0.4,0.5,96728.7,42.484898,-76.458427,317.7
01/04/2018 21:40:37,24.33,10.42,411.8,0.6,0.8,1,96726.4,42.484898,-76.458427,317.7
01/04/2018 21:41:37,24.33,10.41,410.9,0.3,0.5,0.5,96726,42.484898,-76.458427,317.7
01/04/2018 21:42:37,24.33,10.42,411,0.5,0.6,0.6,96727.1,42.484898,-76.458427,317.7
01/04/2018 21:43:37,24.33,10.43,410.9,0.4,0.5,0.5,96727.7,42.484898,-76.458427,317.7
01/04/2018 21:44:37,24.32,10.44,410.1,0.7,0.7,1.1,96723.9,42.484898,-76.458427,317.7
01/04/2018 21:45:40,24.32,10.44,410.1,0.7,0.7,1.1,96723.9,42.484898,-76.458427,317.7
01/04/2018 21:46:39,24.29,10.42,409.3,0.4,0.7,0.7,96729.3,42.484898,-76.458427,317.7
01/04/2018 21:47:39,24.29,10.44,408.2,0.5,0.7,0.8,---,42.484898,-76.458427,317.7
01/04/2018 21:49:55,24.28,10.41,409,0.5,1,1,96730,---,---,389.8
01/04/2018 21:51:53,24.3,10.43,408.3,0.3,0.5,0.5,96728.8,---,---,390.1
01/04/2018 21:52:52,24.3,10.36,407.7,0.8,1,1,96734.8,---,---,389.4
01/04/2018 21:54:55,24.29,10.41,407.3,0.4,1,1,96734.4,---,---,389.2
01/04/2018 21:55:53,24.28,10.39,406,0.8,0.9,0.9,96738.9,---,---,388.6
01/04/2018 21:56:56,24.27,10.39,406,0.8,0.9,0.9,96739.9,---,---,388.2
01/04/2018 21:57:55,24.25,10.42,406.3,0.8,0.9,1.2,96739.2,---,---,388.6
01/04/2018 21:58:56,24.24,10.4,406.7,0.5,0.8,0.8,96741.5,42.485329,-76.460464,250
01/04/2018 21:59:55,24.24,10.39,406.5,0.4,1,1,96740.6,42.486309,-76.460274,276.6
